,index,start,end,transcription,source,lang,full_path_infile,full_path_outfile,log_file_name
2568,2568,28.379999999999995,31.29000000000002,tādūda bid’ərən bolnitsəldulā hukulōhiśo.,2007 Ekonda Pankagir L-Av-0-6.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-0-6.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2568.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2568.log
2569,2569,33.970000000000034,38.32499999999999,nu vot ahilasalaf tar hutəlwi baldildaØ.,2007 Ekonda Pankagir L-Av-0-6.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-0-6.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2569.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2569.log
2570,2570,21.44999999999999,22.70999999999998,kešaw baldirən.,2007 Ekonda Pankagir L-Av-1-6.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-1-6.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2570.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2570.log
2571,2571,24.204999999999984,29.75999999999999,taduk gēf omolgīf Sašaw tuγə bald’isan fewraləndū.,2007 Ekonda Pankagir L-Av-1-6.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-1-6.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2571.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2571.log
2572,2572,31.425000000000008,36.375,taduk hujidiγif ahatkanŋif d’uγa bald’iran Wala gərbīśi.,2007 Ekonda Pankagir L-Av-1-6.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-1-6.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2572.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2572.log
2573,2573,39.74000000000001,44.69499999999999,vot ədūtə ińd’əØmə d’urd’ar aŋańīwa jəkəŋdədū.,2007 Ekonda Pankagir L-Av-1-6.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-1-6.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2573.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2573.log
2574,2574,24.60500000000001,29.045000000000016,nonon aŋīnkīf ńəŋńəńīt mōlə ojonmunōŋkīf.,2007 Ekonda Pankagir L-Av-0-7.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-0-7.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2574.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2574.log
2575,2575,29.98500000000001,37.08499999999998,taduk hawalilčāw zawhohit sawhostū.,2007 Ekonda Pankagir L-Av-0-7.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-0-7.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2575.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2575.log
2576,2576,39.375,42.019999999999975,sawhostū hawalčaw diγin aŋanīwə.,2007 Ekonda Pankagir L-Av-0-7.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Pankagir_L-Av-0-7.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2576.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2576.log
2577,2577,2.06,8.76,ďūr ďūr hamāhəl biśol biśol.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2577.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2577.log
2578,2578,9.25,14.0,tarə ə̄ ďūr ńə hamāhəl ďūr hārgil biśol.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2578.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2578.log
2579,2579,14.61,18.37,gūśol biśol bəjə.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2579.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2579.log
2580,2580,19.58,24.133000000000003,tar gē ďərewńə= ďūr ďərewńəl biśol i ďūr hārgil.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2580.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2580.log
2581,2581,24.133000000000003,26.913,gē bəjə gē hārgi gūśo.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2581.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2581.log
2582,2582,26.913,29.14,tar gētkī ďərewńətkī ŋənəktə.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2582.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2582.log
2583,2583,29.857,31.587,hi gētkī ńəkəkəl.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2583.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2583.log
2584,2584,32.011,35.547,tar ustawatin tadu manaγāt.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2584.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2584.log
2585,2585,35.633,37.5,ŋinakinadā əγōt hularə.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2585.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2585.log
2586,2586,37.533,39.255,ustawatintə̄ manaγāt.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2586.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2586.log
2587,2587,39.699,45.541,patom gunďərən gunďərən.,2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-0-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2587.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2587.log
2588,2588,23.392,32.74100000000001,tar kurboldokin opet tərəγəwkī tariŋmi ńanə əməďəŋōš əlō gunďənə əməďəŋōš.,2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2588.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2588.log
2589,2589,32.833,35.37100000000001,tariŋin ətōmhinčə gūnifkī.,2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2589.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2589.log
2590,2590,35.581999999999994,38.19399999999999,taduk opet atuwkī.,2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-2-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2590.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2590.log
2591,2591,21.444000000000017,25.262999999999977,tadukpər gēwsal ēsaldā.,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2591.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2591.log
2592,2592,25.262999999999977,28.267999999999965,tariŋitin mūdū ēkunnunməl mōrsaldɨďərən.,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2592.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2592.log
2593,2593,28.267999999999965,29.466000000000008,kuhīkōtčərən.,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2593.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2593.log
2594,2594,31.17099999999999,34.25400000000002,tugdō kuhīkōśimnīn buśo.,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2594.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2594.log
2595,2595,36.283000000000015,37.57299999999998,gil hamān aśir.,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2595.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2595.log
2596,2596,37.57299999999998,40.16199999999998,tadukpər tar ďərəwńə əmonmuso.,2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Ekonda_Udygir_Viktor_FSham-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2596.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2596.log
2597,2597,29.48,31.955,hiγiØm nuŋanman əmə̄niØm.,2007_Mutoray_Dmitriev_LO1-1-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-1-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2597.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2597.log
2598,2598,34.375,39.79,təγəmīlā bī gund'əØm təγəmījə gənnə̄d'əm ulləwə.,2007_Mutoray_Dmitriev_LO1-1-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-1-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2598.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2598.log
2599,2599,25.06,29.425,bi ńān tuksasiniØm z'imowjotki.,2007_Mutoray_Dmitriev_LO1-0-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-0-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2599.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2599.log
2600,2600,33.345,34.709999999999994,tozəfkawa gaØmi.,2007_Mutoray_Dmitriev_LO1-0-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-0-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2600.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2600.log
2601,2601,35.75,41.625,i ŋinakir minnun sururəØ jolk’i.,2007_Mutoray_Dmitriev_LO1-0-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO1-0-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2601.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2601.log
2602,2602,23.0,30.22,ap'ať goγod'oroØ jolk’i ap'ať ərtiki muttiki ēwawal asad'araØ.,2007_Mutoray_Dmitriev_LO2-1-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO2-1-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2602.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2602.log
2603,2603,34.30000000000001,39.24000000000001,patom bl'iska asaraØ jolk'i.,2007_Mutoray_Dmitriev_LO2-1-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO2-1-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2603.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2603.log
2604,2604,39.34,46.28,a aťets karab'inma garan jolki mōtī ńān mōtīwə pəktirə̄nən.,2007_Mutoray_Dmitriev_LO2-1-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Dmitriev_LO2-1-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2604.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2604.log
2605,2605,27.111999999999995,28.594,tarə jəsə karawu.,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2605.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2605.log
2606,2606,28.722,30.91,mə̄nin sururən ədɨlāwi.,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2606.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2606.log
2607,2607,30.91,33.06,ďūja hawalďapkīl.,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2607.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2607.log
2608,2608,33.355000000000004,35.455,hawallə ətərəØdə̄.,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2608.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2608.log
2609,2609,36.512,38.628,čajtɨnāγāt mātaldulā.,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2609.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2609.log
2610,2610,38.628,40.685,kuŋakanmə jəsə ičətčəp.,2007_Mutoray_Yastrikova_FSk2-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2610.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2610.log
2611,2611,24.683,25.425000000000008,čup.,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2611.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2611.log
2612,2612,25.425000000000008,27.305999999999987,opet əjə̄rən.,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2612.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2612.log
2613,2613,28.857000000000035,39.971,wot tuγə mə̄rwər spasa spasi on spaslis mužik s žənoj.,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2613.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2613.log
2614,2614,39.971,42.54899999999998,oj manawran nimŋakān.,2007_Mutoray_Yastrikova_FSk2-1-4.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk2-1-4.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2614.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2614.log
2615,2615,22.489000000000004,24.795,ďawdūwar uγraØda.,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2615.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2615.log
2616,2616,26.373000000000005,26.952,sururəØ.,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2616.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2616.log
2617,2617,26.959000000000003,30.771,kakras dolbo sururəØ.,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2617.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2617.log
2618,2618,31.139,32.94199999999999,aśī tar ikōďəďən.,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2618.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2618.log
2619,2619,33.238,39.01600000000001,ləŋərə̄ldū hańanmučāw pisədəkə̄n hərgīkōčə̄n.,2007_Mutoray_Yastrikova_FSk5-1-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-1-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2619.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2619.log
2620,2620,23.62700000000001,28.649,u= solokī ŋənərəØ ŋənərəØ i ulōkkirəØ.,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2620.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2620.log
2621,2621,28.69900000000001,30.52799999999999,əjə̄kī əjə̄stəØ.,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2621.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2621.log
2622,2622,32.578,36.559,mučurəØdə̄ əjə̄śinimnədə̄ oj.,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2622.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2622.log
2623,2623,40.00700000000001,45.71000000000001,taduk tarə ləŋərə̄l sokorroØ nuŋarwatɨn.,2007_Mutoray_Yastrikova_FSk5-0-2.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Mutoray_Yastrikova_FSk5-0-2.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2623.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2623.log
2624,2624,22.071,28.571,adnaždɨ umnō ətɨrkōm umnō ətɨrkōm aŋiran bakaran abdunma.,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2624.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2624.log
2625,2625,29.245999999999995,30.80500000000001,abdunma bakaran.,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2625.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2625.log
2626,2626,30.80500000000001,32.363,əmərən i gunən.,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2626.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2626.log
2627,2627,32.688,37.166,suruwōt suruwōt aŋə abdundulā.,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2627.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2627.log
2628,2628,37.877,39.6,suruwōt abdundulā.,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2628.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2628.log
2629,2629,39.67700000000001,43.422,ras ačin ńi ullə ńi ollo ačin.,2007_Strelka_Andreeva_LR1-2-0.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-0.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2629.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2629.log
2630,2630,37.029,38.91,ətɨrkōm gunəpkī.,2007_Strelka_Andreeva_LR1-2-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2630.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2630.log
2631,2631,39.328,42.56700000000001,tuγə tuγə ďə tuγə tuγə okallu.,2007_Strelka_Andreeva_LR1-2-1.mp4,evn,/Volumes/Boston/Data/NLP/SharedTask/ASR/Pilot_Data/audio_to_release/evn/2007_Strelka_Andreeva_LR1-2-1.mp4,/Volumes/Boston/Scratch/dli_del/wav_split_gold/2631.wav,/Volumes/Boston/Scratch/dli_del/wav_split_gold/logs/2631.log
